ft_facility_code,fi_admin_code,ft_level2,ft_level3,ft_level4,ft_level5,ft_facility_type,ft_gis_code,ft_facility_name,fi_target_births,fi_target_pw,fi_tot_pop,fi_cba,fi_cc_storage,fi_cc_delivery,fi_cc_outreach,fi_cc_none,fi_mode,fi_electricity,fi_kerosene,fi_bottled_gas,fi_solar,fn_icepack_20_rout,fn_icepack_4_rout,fn_icepack_20_supp,fn_icepack_4_supp,fi_resupp_interval,fi_reserve_stock,fi_site_floods,fi_hi_altitude,fi_site_diff_access,fi_site_robbed,fi_site_none,fi_trans_public,fi_trans_car,fi_trans_motor,fi_trans_foot,fi_trans_bicycle,fi_trans_boat,fi_trans_other,fi_access_repair,fi_cylinders,fn_nonstandard_equipment,fi_shaded,fi_heavy_clouds,fn_latitude,fn_longitude,fn_distance,fn_waste_disp_burn,fn_waste_chimney,fn_waste_incinerator,fn_waste_none,f_date_updated,fn_train_users,fn_train_staff,fn_train_vaccine_man,fn_stock_outs,fn_person_name,fn_person_mobile,fn_person_email
13405,11106,North Eastern,Fafi,Bura,11106,18,,MANSABUBU HEALTH CLINIC,530,530,11793,2830,-1,-1,-1,0,1,0,3,1,0,8,,,,4,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,01.12558,040.00201,132,-1,0,0,0,,,,,,,,
13406,11140,North Eastern,Ijara,Masalani,11140,14,,Jara District Hospital,1200,1200,23993,5758,-1,-1,0,0,2,3,4,1,0,11.6,,,,4,6,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-01.41439,040.10199,5,0,0,0,0,,,,,,,,
13408,11119,North Eastern,Garissa,Central,11119,18,,MEDINA HEALTH CENTRE,357,357,9285,2089,-1,-1,-1,0,2,3,1,2,0,,,,,4,3,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.25448,039.39060,4,-1,0,0,0,,,,,,,,
13409,11232,North Eastern,Wajir South,Habaswein,11232,22,,MERI DISPENSARY,159,159,4665,947,-1,-1,-1,0,3,0,4,1,0,5,,,,4,4,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,00.29464,039.50748,72,0,0,-1,0,,,,,,,,
13411,11154,North Eastern,Lagdera,Modogashe,11154,14,,MOGADASHE DIST HOSP,684,684,18004,4321,-1,-1,0,0,3,0,3,1,0,12,,0,,4,2,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.43772,39.106618,189,0,-1,0,0,,,,,,,,
13413,11107,North Eastern,Fafi,Bura,11107,18,,NANIGHI HEALTH,513,607,13501,3240,-1,-1,-1,0,3,0,3,1,0,2,,,,4,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.51418,039.52077,50,-1,0,0,0,,,,,,,,
13419,11198,North Eastern,Wajir East,Central,11198,26,,PLAZA NURSING,250,250,5000,1200,-1,-1,0,0,2,3,4,4,0,8,,,,4,4,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,01.45002,040.03677,3,0,-1,0,0,,,,,,,,
13420,11122,North Eastern,Garissa,Central,11122,22,,POLILINE DISPENSARY,636,636,19697,4727,-1,-1,-1,0,3,3,1,2,0,0,,,,4,25,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.27664,039.38381,4,-1,0,0,0,,,,,,,,
13421,11223,North Eastern,Wajir North,Gurar,11223,22,,QUDAMA DISPENSARY,338,338,8458,2030,0,0,0,-1,,0,3,3,0,0,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,03.10692,039.49287,52,0,0,0,-1,,,,,,,,
13422,11128,North Eastern,Garissa,Sankuri,11128,23,,RAYA DISPENSARY,183,183,4068,976,-1,-1,-1,0,3,0,1,1,0,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.21739,039.36656,,-1,0,0,0,,,,,,,,
13423,11164,North Eastern,Mandera Central,Rhamu,11164,14,,RHAMU HOSPITAL,950,950,25000,6000,-1,-1,-1,0,2,0,1,1,0,8,,,,12,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,04.01100,041.03975,600,-1,0,0,0,,,,,,,,
13424,11164,North Eastern,Mandera Central,Rhamu,11164,18,,RHAMU,363,363,9576,2298,-1,-1,-1,0,3,0,2,1,0,4,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,03.93357,040.412216,29,-1,0,0,0,,,,,,,,
13425,11207,North Eastern,Wajir East,Wajir Bor,11207,22,,RIBA DISPENSARY,370,370,7402,1776,-1,-1,-1,0,3,0,4,4,0,8,,,,4,4,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,01.52678,040.37694,75,-1,0,0,0,,,,,,,,
13428,11236,North Eastern,Wajir South,Sabuli,11236,19,,SABULI HEALTH CENTRE,200,200,5882,1194,-1,-1,-1,0,3,0,3,1,0,4,,,,4,4,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,00.21077,040.06662,110,-1,0,0,0,,,,,,,,
13429,11236,North Eastern,Wajir South,Sabuli,11236,22,,SABULI NAMADIC,86,86,2521,512,-1,-1,-1,0,1,0,3,1,0,5,,,,4,4,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,00.26829,040.17012,136,-1,0,0,0,,,,,,,,
13430,11129,North Eastern,Garissa,Sankuri,11129,18,,SAKA HEALTH CENTRE,258,258,6800,1496,-1,-1,-1,0,3,0,3,1,0,0,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.08486,039.19680,50,-1,0,0,0,,,,,,,,
13431,11144,North Eastern,Ijara,Sangailu,11144,18,,Sangailu Health Centre,865,865,17300,4152,-1,-1,0,0,3,0,4,1,0,6.6,,,,4,6,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-01.18819,040.43846,90,-1,0,0,0,,,,,,,,
13432,11136,North Eastern,Ijara,Ijara,11136,22,,SANGOLE,104,104,2075,498,0,0,-1,0,,0,1,1,0,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,01.30260,040.35722,,0,0,0,0,,,,,,,,
13433,11130,North Eastern,Garissa,Sankuri,11130,18,,SANKURI HEALTH CENTRE,233,233,5184,1244,-1,-1,-1,0,3,0,3,1,0,0,,,,4,2,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.18167,039.33527,22,-1,0,0,0,,,,,,,,
13434,11149,North Eastern,Lagdera,Dadaab,11149,18,,SARETHOO,209,297,5944,1427,-1,-1,-1,0,1,0,3,1,0,10,,,,4,4,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,,90,-1,0,0,0,,,,,,,,
13435,11226,North Eastern,Wajir South,Benane,11226,22,,SARIF DISPENSARY,210,210,210,1225,-1,-1,-1,0,3,0,3,1,0,5,,,,4,4,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,00.35823,040.35924,167,-1,0,0,0,,,,,,,,
13436,11204,North Eastern,Wajir East,Tarbaj,11204,22,,SARMAN DISPENSARY,175,175,3499,840,-1,-1,-1,0,3,0,3,3,0,,,,,4,4,0,0,0,0,,0,0,0,0,0,0,0,,0,0,-1,0,02.32436,039.57100,110,-1,0,0,0,,,,,,,,
13437,11242,North Eastern,Wajir West,Griftu,11242,22,,Shanta Abaq,190,190,5007,1201,-1,-1,-1,0,3,0,4,1,0,7.5,,,,4,4,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,+01.41058,+039.53624,38,-1,0,0,0,,,,,,,,
13438,11156,North Eastern,Lagdera,Shantabaq,11156,18,,SHANTABAQ HEALTH CENTRE,485,638,12755,3066,-1,-1,-1,0,3,0,1,1,0,,,,,4,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,00.27481,039.44489,133,0,0,0,0,,,,,,,,
13440,11168,North Eastern,Mandera Central,Shimbir,11168,18,,SHIMBIR,183,214,8900,2136,-1,-1,-1,0,3,0,2,1,0,4,,,,4,4,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,03.01456,040.30626,74,-1,0,0,0,,,,,,,,
13442,11122,North Eastern,Garissa,Central,11122,19,,SIMAHO,456,456,12000,2880,-1,-1,-1,0,3,3,1,2,0,,,,,4,2,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.27297,039.38324,5,-1,0,0,0,,,,,,,,
13443,11131,North Eastern,Garissa,Sankuri,11131,22,,SHIMREY DISPENSARY,108,108,2076,498,-1,-1,-1,0,3,0,1,1,0,0,,,,4,4,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.01822,039.29865,,0,0,0,0,,,,,,,,
13445,11190,North Eastern,Mandera West,Takaba,11190,14,,TAKABA,1383,1383,36400,8736,-1,-1,-1,0,3,0,3,2,0,12,,,,20,24,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,03.23557,040.13572,800,-1,0,0,0,,,,,,,,
13446,11205,North Eastern,Wajir East,Tarbaj,11205,18,,TARBAJ HEALTH CENTRE,462,462,9236,2217,-1,-1,-1,0,3,0,3,2,0,,,,,4,4,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,02.12455,040.07007,46,-1,0,0,0,,,,,,,,
13447,11244,North Eastern,Wajir West,Griftu,11244,22,,Tulatula,312,312,8234,1976,-1,-1,-1,0,2,0,4,1,0,7.5,,,,4,4,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,+01.56647,+039.49087,27,-1,0,0,0,,,,,,,,
13448,11122,North Eastern,Garissa,Central,11122,22,,UTAWALA DISPENSARY,119,119,5805,1306,-1,-1,0,0,2,0,1,1,0,,,,,8,2,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.26461,039.38722,5,-1,0,0,0,,,,,,,,
13449,11245,North Eastern,Wajir West,Griftu,11245,18,,Wagalla health centre,408,408,9071,2177,-1,-1,-1,0,3,0,4,1,0,7.5,,,,4,4,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,+01.46990,+039.56574,30,-1,0,0,0,,,,,,,,
13450,11199,North Eastern,Wajir East,Central,11199,22,,WAGBERI,375,375,9865,2368,-1,-1,-1,0,3,0,4,1,0,,,,,4,4,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,01.45400,040.05084,3,-1,0,0,0,,,,,,,,
13451,11208,North Eastern,Wajir East,Wajir Bor,11208,18,,WAJIR BOR HEALTH CENTRE,289,289,5776,1386,-1,-1,-1,0,3,0,4,1,0,4,,,,4,4,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,01.44545,040.31936,55,-1,0,0,0,,,,,,,,
13452,11198,North Eastern,Wajir East,Central,11198,14,,MCH DISTRICT,3878,3878,77560,18614,-1,-1,0,0,2,0,3,1,0,4,,,,4,4,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,01.44841,040.03678,1,0,-1,0,0,,,,,,,,
13455,11170,North Eastern,Mandera Central,Wargadud,11170,18,,WARGADUD,437,437,11500,2760,-1,-1,-1,0,3,0,2,1,0,4,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,03.10603,040.52248,45,-1,-1,0,0,,,,,,,,
13456,11164,North Eastern,Mandera Central,Rhamu,11164,22,,YABUCHO DISPENSARY,178,178,4680,1124,-1,-1,-1,0,3,0,2,1,0,4,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,03.56103,041.09907,8,-1,0,0,0,,,,,,,,
13458,11120,North Eastern,Garissa,Central,11120,22,,YOUNG MUSLIM,211,211,4678,1123,-1,-1,-1,0,2,3,1,1,0,0,,,,8,2,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.28579,039.38724,7,-1,0,0,0,,,,,,,,
13459,11113,North Eastern,Fafi,Jarajilla,11113,22,,YUMBIS DISPENSARY,447,447,9920,2380,-1,0,0,0,3,0,3,1,0,5,,,,4,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,00.11345,040.23058,117,-1,0,0,0,,,,,,,,
13461,11554,Nyanza,Rarieda,Rarieda,11554,18,,Abidha health centre,432,432,10806,2594,-1,-1,-1,0,2,3,3,1,0,6,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.16217,+034.41129,,-1,0,0,0,,,,,,,,
13462,11401,Nyanza,Kuria West,Mabera,11401,28,,AKIDIVA CLINIC,91,91,2400,576,0,0,0,0,2,2,1,1,0,6,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,-1,0,-01.16407,034.44550,25,-1,0,0,0,,,,,,,,
13463,11520,Nyanza,Rachuonyo,East Karachuonyo,11520,22,,Adiedo Dispensary,236,236,7493,1693,-1,-1,-1,0,3,0,3,1,0,9,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,-1,0,-00.42727,034.60247,23,-1,0,0,0,,,,,,,,
13464,11372,Nyanza,Kisumu East,Winam,11372,22,,AP DISPENSARY,118,118,3110,746,0,0,0,-1,4,0,1,1,0,2,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.09574,034.76019,3,-1,0,0,0,,,,,,,,
13465,11372,Nyanza,Kisumu East,Winam,11372,16,,Aghakhan Hospital,219,219,5769,1385,-1,-1,0,0,2,3,3,3,0,3.9,,,,1,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.09937,034.75621,1,0,0,-1,0,,,,,,,,
13466,11528,Nyanza,Rachuonyo,Kasipul,11528,22,,Agawo Dispensary,65,65,1844,417,-1,-1,-1,0,3,0,3,1,0,7,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,-1,0,-00.46748,034.78740,26,-1,0,0,0,,,,,,,,
13467,11440,Nyanza,Migori,Nyatike,11440,22,,AGENGA DISP,270,276,5511,1433,-1,-1,0,0,2,0,3,2,0,8,,,,,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.91877,034.23407,38,-1,0,0,0,,,,,,,,
13468,11501,Nyanza,Nyando,Nyando,11501,14,,Ahero,1665,1665,43811,10515,-1,0,0,0,2,3,3,1,0,20,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,00.17373,034.92381,1,0,-1,0,0,,,,,,,,
13469,11361,Nyanza,Kisumu East,Winam,11361,22,,AIRPORT DISPENSARY,535,535,10695,2566,-1,-1,-1,0,2,3,3,1,0,0,,,,52,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.07347,034.73382,3,0,0,0,0,,,,,,,,
13470,11630,Nyanza,Suba,Mbita,11630,23,,Akado medical centre,41,41,1122,254,-1,-1,0,0,,0,1,1,0,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.44261,+034.22513,,-1,0,0,0,,,,,,,,
13471,11607,Nyanza,Siaya,Wagai,11607,18,,Akala Health Centre,706,706,17651,4236,-1,-1,-1,0,2,3,1,1,0,6,,,,4,2,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,+00.05961,034.42139,14,-1,0,0,0,,,,,,,,
13472,11547,Nyanza,Rachuonyo,West Karachuonyo,11547,22,,Alum Beach Dispensary,64,64,1824,412,-1,0,0,0,4,0,1,1,0,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,-1,0,-00.44682,034.48756,32,-1,0,0,0,,,,,,,,
13473,11607,Nyanza,Siaya,Wagai,11607,18,,Alour Mission Health Centre,214,214,5352,1284,-1,-1,-1,0,3,3,1,1,0,8.4,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,+00.01048,034.46526,12,0,0,-1,0,,,,,,,,
13474,11352,Nyanza,Kisii South,Suneka,11352,20,,AMANI,621,621,16351,3924,-1,0,0,0,2,2,1,1,0,12,,,,,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,-1,0,-00.67886,034.70765,3,0,-1,0,0,,,,,,,,
13475,11466,Nyanza,Nyamira,Ekerenyo,11466,22,,Amatierio,849,849,16982,4076,-1,-1,0,0,2,3,3,4,0,8,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.58679,+034.99300,20,0,-1,0,0,,,,,,,,
13476,11585,Nyanza,Siaya,Ugunja,11585,15,,Ambira Sub District Hospital,1800,1800,50002,12000,-1,-1,-1,0,1,3,1,1,0,6,,,,4,2,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,00.18078,034.28451,20,-1,0,0,0,,,,,,,,
13477,11509,Nyanza,Nyando,Upper Nyakach,11509,22,,Andingo Opanga Dispensary,128,128,3205,769,-1,-1,-1,0,2,0,3,1,0,20,,,,1,52,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.36511,034.84645,80,-1,0,0,0,,,,,,,,
13478,11448,Nyanza,Migori,Nyatike,11448,22,,ANEKO DISPENSARY,260,264,5297,1377,-1,-1,0,0,2,0,3,2,0,11.2,,,,4,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.93210,034.14226,50,-1,0,0,0,,,,,,,,
13479,11630,Nyanza,Suba,Mbita,11630,22,,Angiya Dispensary,179,179,3989,957,-1,-1,0,0,2,0,3,2,0,1,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.45775,+034.27647,8,-1,0,0,0,,,,,,,,
13480,11454,Nyanza,Migori,Suba East,11454,22,,ANJEGO DISPENSARY,197,200,4018,1045,-1,-1,0,0,2,0,3,2,0,9.6,,,,4,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,,6,-1,0,0,0,,,,,,,,
13481,11269,Nyanza,Gucha,Kenyenya,11269,28,,Annex Medical Clinic,312,312,5914,1419,0,-1,0,0,2,3,3,3,0,2,,,,4,4,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.91614,034.79611,26,-1,0,0,0,,,,,,,,
13483,11251,Nyanza,Bondo,Maranda,11251,22,,ANYUONGI DISPENSARY,154,154,3923,942,-1,-1,0,0,2,0,1,1,0,12,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.17977,034.27717,20,-1,0,0,0,,,,,,,,
13484,11378,Nyanza,Kisumu West,Kombewa,11378,23,,Arato Langi,250,250,6589,1581,-1,-1,0,0,3,3,4,1,0,8,,,,7,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,-1,0,+0.09448,0.3444948,11,-1,0,0,0,,,,,,,,
13486,11458,Nyanza,Migori,Suba West,11458,22,,AROMBE DISP,316,323,6454,1678,-1,-1,0,0,2,0,3,1,0,11.2,,,,4,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-01.03484,034.35083,24,-1,0,0,0,,,,,,,,
13487,11376,Nyanza,Kisumu West,Kombewa,11376,22,,ASAT,308,308,6160,1478,-1,0,0,0,2,0,4,1,0,,,,,7,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,+00.18267,034.51846,15,-1,0,0,0,,,,,,,,
13488,11319,Nyanza,Homa Bay,Rangwe,11319,17,,Asumbi Healthcare center,303,303,7568,1816,-1,0,0,0,2,2,3,1,0,2.9,,,,4,4,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.62079,034.61453,41,-1,0,0,0,,,,,,,,
13489,11533,Nyanza,Rachuonyo,Kasipul,11533,21,,Atemo Health Centre,138,138,3869,893,-1,-1,-1,0,3,3,3,1,0,9,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,-1,0,-00.50300,034.83291,26,0,-1,0,0,,,,,,,,
13490,11372,Nyanza,Kisumu East,Winam,11372,28,,Avenue Medical clinic,32,32,851,204,0,-1,0,0,2,3,3,3,0,1.6,,,,1,4,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.10463,034.75323,1,0,0,-1,0,,,,,,,,
13491,11499,Nyanza,Nyando,Nyando,11499,25,,Awasi,661,661,17400,4176,-1,-1,-1,0,2,3,3,1,0,20,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,00.16370,035.07415,24,0,0,-1,0,,,,,,,,
13492,11557,Nyanza,Rongo,Awendo,11557,14,,Awendo SDA,1320,1320,29319,7037,-1,-1,-1,0,2,3,3,1,0,1.2,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.89862,+034.53516,20,0,0,0,-1,,,,,,,,
13493,11583,Nyanza,Siaya,Karemo,11583,16,,Bama Hospital,598,598,15730,3775,0,0,0,-1,,3,1,4,0,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,+00.05668,034.29407,,0,0,-1,0,,,,,,,,
13494,11442,Nyanza,Migori,Nyatike,11442,22,,BANDE DISPENSARY,197,201,4015,1044,0,0,0,0,2,0,1,1,0,3.2,,45,,4,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-01.03519,034.19766,,-1,0,0,0,,,,,,,,
13495,11595,Nyanza,Siaya,Ukwala,11595,22,,Bar Achuth,397,397,11017,2644,-1,-1,-1,0,2,0,1,1,0,6,,,,4,2,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,+00.28339,034.17374,10,-1,0,0,0,,,,,,,,
13496,11581,Nyanza,Siaya,Karemo,11581,22,,Bar Agusu Dispensary,279,279,5580,1339,-1,-1,0,0,3,3,1,1,0,6,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,+00.04205,034.33380,5,-1,0,0,0,,,,,,,,
13497,11556,Nyanza,Rarieda,Rarieda,11556,22,,Bar aluru,132,132,3308,794,0,-1,-1,0,2,0,1,1,0,6,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.10999,+034.31723,,-1,0,0,0,,,,,,,,
13498,11376,Nyanza,Kisumu West,Kombewa,11376,25,,Bar Korwa,273,273,7190,1726,-1,-1,0,0,3,3,4,1,0,8,,,,7,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0.06878,0.3451293,5,0,0,-1,0,,,,,,,,
13499,11581,Nyanza,Siaya,Karemo,11581,22,,Bar Olengo,230,230,5751,1380,0,-1,-1,0,3,3,1,3,0,7.2,,,,4,2,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,+00.01701,034.21200,10,-1,0,0,0,,,,,,,,
13500,11480,Nyanza,Nyamira,Nyamusi,11480,28,,BEKAM,103,103,2716,652,-1,-1,0,0,2,2,3,3,0,2,,,,2,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,-1,0,-00.48282,035.02174,25,0,-1,0,0,,,,,,,,
13501,11301,Nyanza,Homa Bay,Asego,11301,28,,Ben rose clinic,74,74,1840,442,0,0,0,-1,4,2,3,3,0,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.62480,034.50197,10,-1,0,0,0,,,,,,,,
13502,11353,Nyanza,Kisii South,Suneka,11353,22,,BITARE,349,349,9176,2202,-1,0,0,0,2,0,1,1,0,12,,,,4,4,0,0,0,0,,0,0,0,0,0,0,0,,0,0,-1,0,-00.70490,034.69538,3,-1,0,0,0,,,,,,,,
13503,11376,Nyanza,Kisumu West,Kombewa,11376,18,,Bodi Health Centre,372,372,7447,1787,-1,-1,-1,0,2,0,1,1,0,16,,,,5,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,+00.16328,034.51242,11,-1,0,0,0,,,,,,,,
13504,11409,Nyanza,Manga,Magombo,11409,19,,Bognendo Dispensary,127,127,3342,802,-1,-1,0,0,2,0,1,1,0,1.2,,0,,4,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,00.64390,034.39355,4,-1,0,0,0,,,,,,,,
13505,11294,Nyanza,Gucha South,Nyamarambe,11294,18,,Boige,4315,4315,113545,27251,-1,-1,-1,0,3,3,1,1,0,40,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.83348,034.66889,20,-1,0,0,0,,,,,,,,
13506,11487,Nyanza,Nyando,Lower Nyakach,11487,22,,Bonde Dispensary,314,314,7856,1885,-1,-1,-1,0,2,0,3,1,0,20,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,+00.31433,034.88623,20,-1,0,0,0,,,,,,,,
13507,11252,Nyanza,Bondo,Maranda,11252,14,,BONDO DISTRICT HOSPITAL,1488,1488,41334,1571,-1,-1,0,0,2,3,3,1,0,8,,,,4,2,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.09243,034.27634,5,0,-1,-1,0,,,,,,,,
13508,11252,Nyanza,Bondo,Maranda,11252,28,,BONDO MEDICAL CENTRE,165,165,4355,1045,-1,0,0,0,4,3,3,3,0,0,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.09830,034.27539,1,0,0,0,-1,,,,,,,,
13509,11310,Nyanza,Homa Bay,Ndhiwa,11310,28,,Bora Bora,133,133,3333,800,-1,-1,0,0,2,0,3,1,0,3.2,,,,4,4,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.73072,034.36853,45,-1,0,0,0,,,,,,,,
13510,11267,Nyanza,Borabu,Nyansiongo,11267,26,,BORABU NURSING HOME,202,202,5307,1274,-1,-1,0,0,2,2,1,1,0,20,,,,4,4,0,0,0,0,,0,0,0,0,0,0,0,,0,0,-1,0,-00.75647,035.01680,1,-1,0,0,0,,,,,,,,
13511,11277,Nyanza,Gucha,Nyamache,11277,18,,BORANGI,377,377,10465,2093,-1,-1,0,0,2,3,3,1,0,2,,,,4,4,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.86912,034.84983,23,-1,0,0,0,,,,,,,,
13512,11395,Nyanza,Kuria West,Isebania,11395,28,,BORDER CLINIC,28,28,724,174,0,0,0,-1,,2,1,1,0,,,,,,,0,0,0,0,,0,0,0,0,0,0,0,,0,0,-1,0,-01.23508,034.48347,,-1,0,0,0,,,,,,,,
13513,11575,Nyanza,Siaya,Boro,11575,22,,Boro Dispensary,233,233,6462,1551,-1,-1,0,0,3,3,1,1,0,6,,,,4,2,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,+00.08843,034.23423,12,-1,0,0,0,,,,,,,,
13514,11471,Nyanza,Nyamira,Nyamira,11471,18,,BOSIANGO,296,296,7783,1868,-1,-1,0,0,2,0,3,1,0,8,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,+00.63996,034.95055,10,0,-1,0,0,,,,,,,,
13515,11346,Nyanza,Kisii Central,Municipality,11346,16,,Bosongo,158,158,4166,1000,-1,-1,0,0,2,3,3,1,0,12,,,,1,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.66426,034.75456,2,0,0,-1,0,,,,,,,,
13516,11491,Nyanza,Nyando,Miwani,11491,18,,Chemilil,557,557,14645,3515,-1,0,0,0,2,3,3,1,0,20,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,00.10720,035.10830,20,-1,0,0,0,,,,,,,,
13517,11402,Nyanza,Kuria West,Mabera,11402,18,,BUGUMBE HEALTH CENTRE,513,513,13500,3240,-1,-1,-1,0,2,2,2,1,0,1,,,,4,2,0,0,0,0,,0,0,0,0,0,0,0,,0,0,-1,0,-01.17291,034.43833,38,-1,0,0,0,,,,,,,,
13518,11501,Nyanza,Nyando,Nyando,11501,22,,Bunde Dispensary,360,360,9000,2160,-1,-1,-1,0,2,0,3,1,0,,,,,4,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,-00.21840,034.89966,7,-1,0,0,0,,,,,,,,
